date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_168_normalized,smart_168_raw,smart_170_normalized,smart_170_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_177_normalized,smart_177_raw,smart_179_normalized,smart_179_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,source_file
2020-03-06,564ESIZES,TOSHIBA MQ01ABF050,500107862016,1,100.0,0.0,100.0,0.0,100.0,1346.0,100.0,18.0,100.0,0.0,100.0,0.0,100.0,0.0,35.0,26219.0,100.0,0.0,,,100.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,35.0,100.0,9.0,100.0,2636.0,100.0,37.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,100.0,0.0,35.0,26215.0,100.0,0.0,100.0,0.0,,,100.0,192.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,2020-03-06.csv
2020-03-25,ZCH065PG,ST12000NM0007,12000138625024,1,83.0,213747360.0,,,88.0,0.0,100.0,14.0,94.0,24096.0,89.0,884445425.0,,,76.0,21192.0,100.0,0.0,,,100.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,42.0,100.0,0.0,,,75.0,25.0,,,100.0,309.0,100.0,1861.0,25.0,25.0,83.0,213747360.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,20735.0,100.0,71209790608.0,100.0,232226853880.0,,,,,,,,,,,2020-03-25.csv
2020-03-25,WD-WX61A35NJ38K,WDC WD5000LPVX,500107862016,1,200.0,268.0,,,152.0,1358.0,100.0,174.0,200.0,0.0,200.0,0.0,,,52.0,35723.0,100.0,0.0,100.0,0.0,100.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,5.0,200.0,14.0,195.0,15014.0,111.0,32.0,,,200.0,0.0,200.0,1.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-25.csv
2020-02-27,ZCH0C2M8,ST12000NM0007,12000138625024,1,83.0,185365504.0,,,89.0,0.0,100.0,20.0,90.0,42648.0,87.0,530018908.0,,,79.0,18666.0,100.0,0.0,,,100.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,76.0,100.0,0.0,,,77.0,23.0,,,100.0,245.0,100.0,1044.0,23.0,23.0,83.0,185365504.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,18526.0,100.0,69281354152.0,100.0,207271489528.0,,,,,,,,,,,2020-02-27.csv
2020-02-27,ZCH0C4Q0,ST12000NM0007,12000138625024,1,71.0,11552936.0,,,91.0,0.0,100.0,7.0,100.0,3720.0,79.0,79561976.0,,,81.0,17319.0,100.0,0.0,,,100.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,1.0,100.0,0.0,,,68.0,32.0,,,100.0,308.0,100.0,957.0,32.0,32.0,71.0,11552936.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,17113.0,100.0,55129040704.0,100.0,242246081116.0,,,,,,,,,,,2020-02-27.csv
2020-02-27,S2ZYJ9KG926712,ST500LM012 HN,500107862016,1,100.0,2299.0,252.0,0.0,94.0,1843.0,100.0,7.0,252.0,0.0,252.0,0.0,252.0,0.0,100.0,12111.0,252.0,0.0,100.0,356.0,100.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,14.0,100.0,1.0,,,64.0,25.0,100.0,0.0,252.0,0.0,100.0,1.0,252.0,0.0,200.0,0.0,100.0,66520.0,,,,,,,,,100.0,356.0,,,72.0,289663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-27.csv
2020-02-27,Z302SXNQ,ST4000DM000,4000787030016,1,116.0,111850568.0,,,92.0,0.0,100.0,20.0,100.0,0.0,81.0,157034902.0,,,56.0,38850.0,100.0,0.0,,,100.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,4.0,100.0,0.0,73.0,27.0,100.0,0.0,100.0,0.0,74.0,26.0,100.0,0.0,100.0,1.0,95.0,11509.0,26.0,26.0,,,,,100.0,72.0,100.0,72.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,38738.0,100.0,58258550088.0,100.0,188216433081.0,,,,,,,,,,,2020-02-27.csv
2020-02-27,ZCH0772L,ST12000NM0007,12000138625024,1,84.0,225286984.0,,,90.0,0.0,100.0,14.0,99.0,6616.0,89.0,772217529.0,,,77.0,20779.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,17.0,100.0,0.0,,,80.0,20.0,,,100.0,297.0,100.0,1295.0,20.0,20.0,84.0,225286984.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,20521.0,100.0,72813075472.0,100.0,222090145739.0,,,,,,,,,,,2020-02-27.csv
2020-02-23,ZJV2WXJH,ST12000NM0007,12000138625024,1,83.0,208227248.0,,,94.0,0.0,100.0,5.0,100.0,0.0,78.0,67095166.0,,,99.0,1109.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,80.0,20.0,,,100.0,26.0,100.0,75.0,20.0,20.0,83.0,208227248.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1086.0,100.0,46796210064.0,100.0,23004011750.0,,,,,,,,,,,2020-02-23.csv
2020-02-23,ZCH0BXV4,ST12000NM0007,12000138625024,1,83.0,222822344.0,,,89.0,0.0,100.0,20.0,100.0,0.0,83.0,205716242.0,,,79.0,18580.0,100.0,0.0,,,100.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,79.0,21.0,,,100.0,297.0,100.0,937.0,21.0,21.0,83.0,222822344.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,18462.0,100.0,62772185544.0,100.0,192089484206.0,,,,,,,,,,,2020-02-23.csv
2020-02-23,ZCH0D2SJ,ST12000NM0007,12000138625024,1,64.0,2659008.0,,,95.0,0.0,100.0,4.0,100.0,32.0,87.0,480129207.0,,,80.0,18327.0,100.0,0.0,,,100.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,79.0,21.0,,,100.0,295.0,100.0,1038.0,21.0,21.0,64.0,2659008.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,18145.0,100.0,63243879752.0,100.0,193839083534.0,,,,,,,,,,,2020-02-23.csv
2020-02-23,ZCH0D20M,ST12000NM0007,12000138625024,1,83.0,192954736.0,,,89.0,0.0,100.0,16.0,90.0,40280.0,86.0,396881266.0,,,80.0,18344.0,100.0,0.0,,,100.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,38.0,100.0,0.0,,,69.0,31.0,,,100.0,300.0,100.0,1088.0,31.0,31.0,83.0,192954736.0,,,100.0,32.0,100.0,32.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,18147.0,100.0,63487946896.0,100.0,189879050500.0,,,,,,,,,,,2020-02-23.csv
2020-02-23,ZCH07XSH,ST12000NM0007,12000138625024,1,79.0,84215896.0,,,88.0,0.0,100.0,11.0,95.0,20016.0,89.0,723453406.0,,,77.0,20508.0,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,12.0,100.0,0.0,,,79.0,21.0,,,100.0,337.0,100.0,1948.0,21.0,21.0,79.0,84215896.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,19992.0,100.0,66669883704.0,100.0,247623500928.0,,,,,,,,,,,2020-02-23.csv
2020-02-25,PL2331LAG9ZMUJ,HGST HMS5C4040ALE640,4000787030016,1,100.0,0.0,133.0,107.0,127.0,548.0,100.0,18.0,100.0,49.0,100.0,0.0,113.0,42.0,97.0,26518.0,100.0,0.0,,,100.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1041.0,100.0,1041.0,187.0,32.0,,,100.0,71.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-25.csv
2020-02-25,17OYTGKHT,TOSHIBA MQ01ABF050,500107862016,1,100.0,0.0,100.0,0.0,100.0,2012.0,100.0,9.0,100.0,0.0,100.0,0.0,100.0,0.0,52.0,19294.0,100.0,0.0,,,100.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,3.0,96.0,46842.0,100.0,31.0,,,100.0,0.0,100.0,8.0,100.0,0.0,200.0,0.0,,,,,,,100.0,0.0,53.0,19168.0,100.0,0.0,100.0,0.0,,,100.0,256.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,2020-02-25.csv
2020-02-25,Z30317YF,ST4000DM000,4000787030016,1,117.0,123486144.0,,,93.0,0.0,100.0,17.0,100.0,8.0,90.0,962366126.0,,,59.0,36741.0,100.0,0.0,,,100.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,2.0,100.0,0.0,97.0,3.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,2.0,100.0,886.0,21.0,21.0,,,,,100.0,32.0,100.0,32.0,200.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,36734.0,100.0,53940673520.0,100.0,223314496772.0,,,,,,,,,,,2020-02-25.csv
2020-02-09,ZJV0WD13,ST12000NM0007,12000138625024,1,83.0,197304856.0,,,96.0,0.0,100.0,3.0,94.0,25120.0,88.0,706155522.0,,,84.0,14054.0,100.0,0.0,,,100.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,24.0,100.0,0.0,,,79.0,21.0,,,100.0,213.0,100.0,1112.0,21.0,21.0,83.0,197304856.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,13813.0,100.0,55328005552.0,100.0,128951612162.0,,,,,,,,,,,2020-02-09.csv
2020-02-09,ZA14XYT9,ST8000NM0055,8001563222016,1,83.0,180064504.0,,,84.0,0.0,100.0,12.0,100.0,24.0,91.0,1250582398.0,,,74.0,23328.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,69.0,31.0,91.0,18998.0,100.0,1.0,86.0,28259.0,31.0,31.0,21.0,180064504.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,23208.0,100.0,59193975512.0,100.0,165608764928.0,,,,,,,,,,,2020-02-09.csv
2020-02-09,AAG6UKXH,HGST HUH721212ALN604,12000138625024,1,97.0,65542.0,100.0,0.0,100.0,0.0,100.0,3.0,100.0,0.0,100.0,0.0,100.0,0.0,99.0,8467.0,100.0,0.0,,,100.0,3.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,314.0,100.0,314.0,200.0,30.0,,,100.0,0.0,100.0,85.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-09.csv
2020-02-09,ZA13R4AL,ST8000DM002,8001563222016,1,82.0,155382360.0,,,87.0,0.0,100.0,7.0,95.0,21195.0,94.0,2625955651.0,,,70.0,26760.0,100.0,0.0,,,100.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,94.0,6.0,100.0,0.0,100.0,0.0,66.0,34.0,97.0,6508.0,100.0,3.0,88.0,25589.0,34.0,34.0,25.0,155382360.0,,,100.0,16.0,100.0,16.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,26686.0,100.0,66563478704.0,100.0,183971920616.0,,,,,,,,,,,2020-02-09.csv
2020-02-09,ZCH0BJ54,ST12000NM0007,12000138625024,1,73.0,20190288.0,,,89.0,0.0,100.0,8.0,100.0,4064.0,89.0,746379167.0,,,83.0,15383.0,100.0,0.0,,,100.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,2.0,100.0,0.0,,,71.0,29.0,,,100.0,237.0,100.0,1097.0,29.0,29.0,73.0,20190288.0,,,100.0,176.0,100.0,176.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,15160.0,100.0,53558006784.0,100.0,135183141356.0,,,,,,,,,,,2020-02-09.csv
2020-02-16,ZCH089CL,ST12000NM0007,12000138625024,1,56.0,157953632.0,,,91.0,0.0,100.0,9.0,99.0,4160.0,83.0,178124116.0,,,78.0,19885.0,100.0,0.0,,,100.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,11.0,100.0,0.0,,,70.0,30.0,,,100.0,340.0,100.0,1144.0,30.0,30.0,82.0,157953632.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,19681.0,100.0,75390203696.0,100.0,175256181826.0,,,,,,,,,,,2020-02-16.csv
2020-02-16,ZCH0CQW1,ST12000NM0007,12000138625024,1,65.0,203186072.0,,,89.0,0.0,100.0,23.0,100.0,2112.0,89.0,783399405.0,,,79.0,18548.0,100.0,0.0,,,100.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,4.0,100.0,0.0,,,68.0,32.0,,,100.0,251.0,100.0,911.0,32.0,32.0,83.0,203186072.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,18371.0,100.0,69046358072.0,100.0,252201975524.0,,,,,,,,,,,2020-02-16.csv
2020-02-16,Z303R4KK,ST4000DM000,4000787030016,1,119.0,215698272.0,,,92.0,0.0,100.0,18.0,100.0,0.0,81.0,146324365.0,,,56.0,38605.0,100.0,0.0,,,100.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,3.0,100.0,0.0,89.0,11.0,100.0,0.0,100.0,0.0,75.0,25.0,100.0,0.0,100.0,1.0,95.0,11509.0,25.0,25.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,38485.0,100.0,58372285376.0,100.0,185620769036.0,,,,,,,,,,,2020-02-16.csv
2020-02-16,ZA219H94,ST10000NM0086,10000831348736,1,81.0,132159864.0,,,92.0,0.0,100.0,9.0,70.0,55680.0,83.0,178089207.0,,,76.0,21142.0,100.0,0.0,,,100.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,98.0,2.0,100.0,0.0,100.0,0.0,73.0,27.0,56.0,88942.0,100.0,273.0,100.0,1217.0,27.0,27.0,81.0,132159864.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,20986.0,100.0,69620306192.0,100.0,172171158970.0,,,,,,,,,,,2020-02-16.csv
2020-02-16,ZA16CM74,ST8000NM0055,8001563222016,1,83.0,209521696.0,,,94.0,0.0,100.0,5.0,100.0,296.0,92.0,1683505854.0,,,71.0,25744.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,99.0,1.0,100.0,0.0,100.0,0.0,72.0,28.0,90.0,20720.0,100.0,12.0,87.0,27669.0,28.0,28.0,83.0,209521696.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,25710.0,100.0,64868701256.0,100.0,185840315678.0,,,,,,,,,,,2020-02-16.csv
2020-03-14,ZDEB34NN,ST500LM030,500107862016,1,80.0,108444160.0,,,100.0,0.0,100.0,6.0,100.0,0.0,81.0,120789729.0,,,85.0,13613.0,100.0,0.0,,,100.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,25770196998.0,100.0,0.0,69.0,31.0,100.0,1.0,100.0,0.0,100.0,26.0,31.0,31.0,,,,,100.0,0.0,100.0,0.0,200.0,1296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,13613.0,100.0,48152062072.0,100.0,21300040226.0,,,,,,,100.0,0.0,,,2020-03-14.csv
