date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_160_normalized,smart_160_raw,smart_161_normalized,smart_161_raw,smart_163_normalized,smart_163_raw,smart_164_normalized,smart_164_raw,smart_165_normalized,smart_165_raw,smart_166_normalized,smart_166_raw,smart_167_normalized,smart_167_raw,smart_168_normalized,smart_168_raw,smart_169_normalized,smart_169_raw,smart_170_normalized,smart_170_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_175_normalized,smart_175_raw,smart_176_normalized,smart_176_raw,smart_177_normalized,smart_177_raw,smart_178_normalized,smart_178_raw,smart_179_normalized,smart_179_raw,smart_180_normalized,smart_180_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_234_normalized,smart_234_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_245_normalized,smart_245_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,source_file
2021-09-17,87DFWOFPT,TOSHIBA MQ01ABF050,500107862016,1,100.0,0.0,100.0,0.0,100.0,1624.0,100.0,23.0,100.0,280.0,100.0,0.0,100.0,0.0,19.0,32441.0,100.0,0.0,,,100.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,5.0,100.0,5.0,100.0,2017.0,100.0,32.0,,,100.0,33.0,100.0,16.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,0.0,20.0,32214.0,100.0,0.0,100.0,0.0,,,100.0,267.0,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,2021-09-17.csv
2021-09-17,S301GP9H,ST4000DM000,4000787030016,1,114.0,75180960.0,,,95.0,0.0,100.0,5.0,100.0,0.0,65.0,3181763.0,,,42.0,51586.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,74.0,26.0,100.0,0.0,100.0,1.0,94.0,13032.0,26.0,26.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,51492.0,100.0,64671557512.0,100.0,315755196761.0,,,,,,,,,,,,,,,,,2021-09-17.csv
2021-09-17,ZHZ6669F,ST12000NM0008,12000138625024,1,76.0,44167880.0,,,99.0,0.0,100.0,1.0,100.0,0.0,89.0,728632139.0,,,86.0,12434.0,100.0,0.0,,,100.0,1.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,73.0,27.0,,,100.0,0.0,100.0,716.0,27.0,27.0,1.0,44167880.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,12303.0,100.0,69668934488.0,100.0,157182215442.0,,,,,,,,,,,,,,,,,2021-09-17.csv
2021-09-17,Y8U0A04WF97G,TOSHIBA MG07ACA14TA,14000519643136,1,100.0,0.0,100.0,0.0,100.0,7821.0,100.0,6.0,100.0,1.0,100.0,0.0,100.0,0.0,60.0,16277.0,100.0,0.0,,,100.0,6.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,3.0,100.0,1.0,100.0,12.0,100.0,31.0,,,100.0,1.0,100.0,3.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,68681731.0,60.0,16273.0,100.0,0.0,100.0,0.0,,,100.0,588.0,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,2021-09-17.csv
2021-08-29,57QEWPXGT,TOSHIBA MQ01ABF050,500107862016,1,100.0,0.0,100.0,0.0,100.0,2009.0,100.0,14.0,100.0,0.0,100.0,0.0,100.0,0.0,17.0,33260.0,100.0,0.0,,,100.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,23.0,100.0,1.0,100.0,230.0,100.0,19.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,0.0,17.0,33266.0,100.0,0.0,100.0,0.0,,,100.0,264.0,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,2021-08-29.csv
2021-07-17,S301GP96,ST4000DM000,4000787030016,1,118.0,179265832.0,,,91.0,0.0,100.0,8.0,100.0,16.0,89.0,895167525.0,,,43.0,50102.0,100.0,0.0,,,100.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,2.0,100.0,0.0,67.0,33.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,95.0,11699.0,21.0,21.0,,,,,99.0,200.0,99.0,200.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,50011.0,100.0,62895677792.0,100.0,279170529416.0,,,,,,,,,,,,,,,,,2021-07-17.csv
2021-07-17,Z304WE55,ST4000DM000,4000787030016,1,119.0,212620128.0,,,91.0,0.0,100.0,13.0,96.0,4816.0,88.0,723498896.0,,,46.0,47634.0,100.0,0.0,,,100.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,5.0,100.0,0.0,1.0,166.0,100.0,0.0,100.0,0.0,61.0,39.0,100.0,0.0,100.0,0.0,96.0,8781.0,39.0,39.0,,,,,99.0,272.0,99.0,272.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,47517.0,100.0,56943393744.0,100.0,313766470850.0,,,,,,,,,,,,,,,,,2021-07-17.csv
2021-07-17,ZA12QCGA,ST8000DM002,8001563222016,1,81.0,139321248.0,,,84.0,0.0,100.0,10.0,100.0,208.0,94.0,2687594352.0,,,51.0,43493.0,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,63.0,37.0,79.0,42078.0,100.0,6.0,90.0,20679.0,37.0,37.0,18.0,139321248.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,43426.0,100.0,83215784528.0,100.0,373931007046.0,,,,,,,,,,,,,,,,,2021-07-17.csv
2021-07-17,1170A08PF97G,TOSHIBA MG07ACA14TA,14000519643136,1,100.0,0.0,100.0,0.0,100.0,7621.0,100.0,1.0,100.0,0.0,100.0,0.0,100.0,0.0,92.0,3358.0,100.0,0.0,,,100.0,1.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,99.0,100.0,30.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,236978179.0,93.0,3045.0,100.0,0.0,100.0,0.0,,,100.0,547.0,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,2021-07-17.csv
2021-09-18,ZA21AE7L,ST10000NM0086,10000831348736,1,71.0,12883144.0,,,91.0,0.0,100.0,13.0,96.0,19236.0,88.0,595314387.0,,,60.0,35061.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,1.0,105.0,100.0,0.0,52.0,48.0,70.0,30.0,52.0,97530.0,100.0,483.0,100.0,1715.0,30.0,30.0,71.0,12883144.0,,,100.0,168.0,100.0,168.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,34862.0,100.0,90061901432.0,100.0,332403795298.0,,,,,,,,,,,,,,,,,2021-09-18.csv
2021-09-18,ZHZ44XY9,ST14000NM0138,14000519643136,1,70.0,146129184.0,,,90.0,0.0,100.0,35.0,100.0,0.0,90.0,979250107.0,,,93.0,6596.0,100.0,0.0,,,100.0,35.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,112.0,100.0,0.0,,,70.0,30.0,,,100.0,52.0,100.0,1685.0,30.0,30.0,1.0,146129184.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,5677.0,100.0,64070125119.0,100.0,83294305075.0,,,,,,,,,,,,,,,,,2021-09-18.csv
2021-09-18,10H0A06EF97G,TOSHIBA MG07ACA14TA,14000519643136,1,100.0,0.0,100.0,0.0,100.0,8022.0,100.0,2.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,179.0,100.0,0.0,,,100.0,2.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,1.0,100.0,16.0,100.0,28.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,262144.0,100.0,123.0,100.0,0.0,100.0,0.0,,,100.0,535.0,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,2021-09-18.csv
2021-09-18,ZL0051JM,ST12000NM0008,12000138625024,1,81.0,114677432.0,,,97.0,0.0,100.0,3.0,100.0,0.0,88.0,694700020.0,,,86.0,12452.0,100.0,0.0,,,100.0,3.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,18.0,100.0,196611.0,,,77.0,23.0,,,100.0,0.0,100.0,1147.0,23.0,23.0,2.0,114677432.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,12245.0,100.0,69689201456.0,100.0,153082123054.0,,,,,,,,,,,,,,,,,2021-09-18.csv
2021-09-18,176FT01MT,TOSHIBA MQ01ABF050M,500107862016,1,100.0,0.0,100.0,0.0,100.0,1479.0,100.0,14.0,100.0,0.0,100.0,0.0,100.0,0.0,7.0,37317.0,100.0,0.0,,,100.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,23.0,100.0,7.0,100.0,1972.0,100.0,32.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,0.0,7.0,37318.0,100.0,0.0,100.0,0.0,,,100.0,181.0,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,2021-09-18.csv
2021-07-23,ZJV389A2,ST12000NM0007,12000138625024,1,77.0,49225392.0,,,89.0,0.0,100.0,13.0,100.0,1.0,85.0,4646308288.0,,,82.0,16146.0,100.0,0.0,,,100.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,62.0,38.0,,,100.0,201.0,100.0,990.0,38.0,38.0,77.0,49225392.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,15985.0,100.0,74833879992.0,100.0,234786006400.0,,,,,,,,,,,,,,,,,2021-07-23.csv
2021-07-23,ZHZ3LVEM,ST14000NM0138,14000519643136,1,84.0,232498050.0,,,90.0,0.0,100.0,34.0,100.0,0.0,89.0,728573676.0,,,95.0,5230.0,100.0,0.0,,,100.0,34.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,243.0,98.0,8590065667.0,,,67.0,33.0,,,100.0,57.0,100.0,1447.0,33.0,33.0,1.0,232498050.0,,,100.0,8.0,100.0,8.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,4347.0,100.0,56175021359.0,100.0,65396751831.0,,,,,,,,,,,,,,,,,2021-07-23.csv
2021-09-09,Z304JWH4,ST4000DM000,4000787030016,1,119.0,206046984.0,,,92.0,0.0,100.0,13.0,100.0,0.0,87.0,609788065.0,,,41.0,51899.0,100.0,0.0,,,100.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,251.0,100.0,0.0,1.0,284.0,100.0,0.0,100.0,0.0,78.0,22.0,100.0,0.0,100.0,4.0,99.0,2793.0,22.0,22.0,,,,,99.0,200.0,99.0,200.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,51815.0,100.0,67449687248.0,100.0,388950645750.0,,,,,,,,,,,,,,,,,2021-09-09.csv
2021-09-09,Z303KKKN,ST4000DM000,4000787030016,1,117.0,158904496.0,,,91.0,0.0,100.0,25.0,100.0,0.0,86.0,424239738.0,,,41.0,52324.0,100.0,0.0,,,100.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,11.0,100.0,0.0,1.0,252.0,100.0,0.0,100.0,0.0,72.0,28.0,100.0,0.0,100.0,2.0,95.0,10384.0,28.0,28.0,,,,,100.0,136.0,100.0,136.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,52224.0,100.0,68620577984.0,100.0,322934286393.0,,,,,,,,,,,,,,,,,2021-09-09.csv
2021-09-09,ZHZ3Z74X,ST12000NM0008,12000138625024,1,72.0,89614672.0,,,98.0,0.0,100.0,2.0,96.0,21632.0,86.0,385135519.0,,,82.0,16390.0,100.0,0.0,,,100.0,2.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,2.0,100.0,0.0,,,80.0,20.0,,,100.0,188.0,100.0,770.0,20.0,20.0,2.0,89614672.0,,,100.0,64.0,100.0,64.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,16282.0,100.0,75666963328.0,100.0,202743624272.0,,,,,,,,,,,,,,,,,2021-09-09.csv
2021-09-09,5PJ5NS8E,HGST HUH721212ALE604,12000138625024,1,100.0,0.0,132.0,96.0,253.0,56.0,100.0,38.0,100.0,0.0,100.0,0.0,140.0,15.0,100.0,3539.0,100.0,0.0,,,100.0,38.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,397.0,100.0,397.0,240.0,25.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-09.csv
