date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_160_normalized,smart_160_raw,smart_161_normalized,smart_161_raw,smart_163_normalized,smart_163_raw,smart_164_normalized,smart_164_raw,smart_165_normalized,smart_165_raw,smart_166_normalized,smart_166_raw,smart_167_normalized,smart_167_raw,smart_168_normalized,smart_168_raw,smart_169_normalized,smart_169_raw,smart_170_normalized,smart_170_raw,smart_171_normalized,smart_171_raw,smart_172_normalized,smart_172_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_175_normalized,smart_175_raw,smart_176_normalized,smart_176_raw,smart_177_normalized,smart_177_raw,smart_178_normalized,smart_178_raw,smart_179_normalized,smart_179_raw,smart_180_normalized,smart_180_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_230_normalized,smart_230_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_234_normalized,smart_234_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_244_normalized,smart_244_raw,smart_245_normalized,smart_245_raw,smart_246_normalized,smart_246_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,datacenter,cluster_id,vault_id,pod_id,pod_slot_num,is_legacy_format,smart_27_normalized,smart_27_raw,smart_71_normalized,smart_71_raw,smart_82_normalized,smart_82_raw,smart_90_normalized,smart_90_raw,smart_211_normalized,smart_211_raw,smart_212_normalized,smart_212_raw
2022-10-12,8CH4X3TE,HGST HUH721212ALN604,12000138625024.0,1,100.0,0.0,100.0,0.0,100.0,0.0,100.0,4.0,100.0,0.0,100.0,0.0,100.0,0.0,96.0,29930.0,100.0,0.0,,,100.0,4.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,1240.0,99.0,1240.0,222.0,27.0,,,100.0,0.0,100.0,8.0,100.0,1.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-12,71E0A03BFV8G,TOSHIBA MG08ACA16TEY,16000900661248.0,1,100.0,0.0,100.0,0.0,100.0,5038.0,100.0,11.0,100.0,0.0,100.0,0.0,100.0,0.0,80.0,8249.0,100.0,0.0,,,100.0,11.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,10.0,100.0,144.0,100.0,28.0,,,100.0,0.0,,,1.0,2074.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,89547759819.0,100.0,125519113737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-15,Z4D0A6E9,ST6000DX000,6001175126016.0,1,117.0,157459336.0,,,88.0,0.0,100.0,12.0,76.0,62944.0,74.0,90837090433.0,,,25.0,66120.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,99.0,1.0,100.0,81605623827.0,100.0,0.0,74.0,26.0,70.0,61787.0,100.0,0.0,10.0,181155.0,26.0,26.0,77.0,157459336.0,,,100.0,8.0,100.0,8.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,65384.0,100.0,87242124672.0,100.0,381959467285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-15,Z302AJZ0,ST4000DM000,4000787030016.0,1,117.0,126129088.0,,,91.0,0.0,100.0,12.0,100.0,0.0,87.0,546897355.0,,,28.0,63478.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,4.0,100.0,0.0,75.0,25.0,100.0,0.0,100.0,0.0,68.0,32.0,100.0,0.0,100.0,0.0,74.0,52624.0,32.0,32.0,,,,,100.0,40.0,100.0,40.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,63119.0,100.0,71555263112.0,100.0,437394740057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-15,Z304K43K,ST4000DM000,4000787030016.0,1,117.0,125127800.0,,,91.0,0.0,100.0,18.0,100.0,0.0,87.0,576985646.0,,,30.0,61589.0,100.0,0.0,,,100.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,3.0,100.0,0.0,51.0,49.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,2.0,97.0,6747.0,21.0,21.0,,,,,100.0,104.0,100.0,104.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,61502.0,100.0,69478345552.0,100.0,460508821184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-15,Z3042XAC,ST4000DM000,4000787030016.0,1,114.0,74340664.0,,,91.0,0.0,100.0,16.0,100.0,0.0,88.0,745925546.0,,,31.0,61009.0,100.0,0.0,,,100.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,99.0,1.0,100.0,0.0,100.0,0.0,100.0,0.0,81.0,19.0,100.0,0.0,100.0,3.0,96.0,8968.0,19.0,19.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,60943.0,100.0,68369948040.0,100.0,391312156255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-15,ZA10ESCJ,ST8000DM002,8001563222016.0,1,69.0,105896168.0,,,86.0,0.0,100.0,7.0,90.0,39293.0,93.0,1834734341.0,,,37.0,55240.0,100.0,0.0,,,100.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,1.0,176.0,100.0,0.0,100.0,0.0,73.0,27.0,100.0,0.0,100.0,144.0,100.0,427.0,27.0,27.0,17.0,105896168.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,55210.0,100.0,104756527288.0,100.0,446240180710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-15,PL1331LAHBYZ0H,HGST HMS5C4040BLE640,4000787030016.0,1,100.0,0.0,134.0,102.0,130.0,538.0,100.0,16.0,100.0,0.0,100.0,0.0,113.0,42.0,93.0,49564.0,100.0,0.0,,,100.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,506.0,100.0,506.0,214.0,28.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-15,ZHZ3XJ6E,ST12000NM0008,12000138625024.0,1,83.0,215961690.0,,,90.0,0.0,100.0,8.0,100.0,0.0,60.0,244878242048.0,,,72.0,25341.0,100.0,0.0,,,100.0,8.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,78.0,100.0,393222.0,,,72.0,28.0,,,100.0,201.0,100.0,1216.0,28.0,28.0,1.0,215961690.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,25157.0,100.0,86136209096.0,100.0,620624011634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-15,ZL23XSGP,ST16000NM001G,16000900661248.0,1,81.0,136875008.0,,,94.0,0.0,100.0,5.0,100.0,8.0,89.0,870339688.0,,,87.0,11733.0,100.0,0.0,,,100.0,5.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,12.0,100.0,0.0,,,74.0,26.0,,,100.0,0.0,99.0,2459.0,26.0,26.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,10839.0,100.0,77519267568.0,100.0,153091252658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-15,57QEWPYAT,TOSHIBA MQ01ABF050,500107862016.0,1,100.0,0.0,100.0,0.0,100.0,2019.0,100.0,25.0,100.0,0.0,100.0,0.0,100.0,0.0,1.0,41345.0,100.0,0.0,,,100.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,11.0,100.0,6.0,97.0,35704.0,100.0,27.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,0.0,1.0,41068.0,100.0,0.0,100.0,0.0,,,100.0,187.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-15,ZHZ5XV6R,ST12000NM0008,12000138625024.0,1,79.0,78336128.0,,,97.0,0.0,100.0,3.0,100.0,0.0,84.0,271562916.0,,,76.0,21860.0,100.0,0.0,,,100.0,3.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,7.0,100.0,262002180236.0,,,73.0,27.0,,,100.0,1.0,100.0,1511.0,27.0,27.0,1.0,78336128.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,21605.0,100.0,86901811504.0,100.0,354339404490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-15,ZLW15TGH,ST14000NM001G,14000519643136.0,1,61.0,82103306.0,,,95.0,0.0,100.0,4.0,100.0,888.0,81.0,133992913.0,,,80.0,18149.0,100.0,0.0,,,100.0,3.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,126.0,100.0,0.0,,,69.0,31.0,,,100.0,0.0,100.0,1303.0,31.0,31.0,,,,,100.0,288.0,100.0,288.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,17855.0,100.0,99072200104.0,100.0,272104460852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-15,ZL23TVSR,ST16000NM001G,16000900661248.0,1,54.0,79477018.0,,,95.0,0.0,100.0,4.0,99.0,5672.0,89.0,859678819.0,,,83.0,15049.0,100.0,0.0,,,100.0,3.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,222.0,100.0,4296671258.0,,,77.0,23.0,,,100.0,0.0,97.0,6285.0,23.0,23.0,,,,,99.0,832.0,99.0,832.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,13578.0,100.0,74950229696.0,100.0,201011126164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-17,Z304KC6T,ST4000DM000,4000787030016.0,1,117.0,145478008.0,,,91.0,0.0,100.0,23.0,100.0,8.0,85.0,380758580.0,,,31.0,60600.0,100.0,0.0,,,100.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,4.0,100.0,0.0,55.0,45.0,100.0,0.0,100.0,0.0,83.0,17.0,100.0,0.0,100.0,4.0,97.0,7143.0,17.0,17.0,,,,,100.0,136.0,100.0,136.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,60542.0,100.0,66188720776.0,100.0,439991380809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-17,Z305KB6T,ST4000DM000,4000787030016.0,1,108.0,18003232.0,,,91.0,0.0,100.0,13.0,100.0,8.0,83.0,210031379.0,,,34.0,58267.0,100.0,0.0,,,100.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,189.0,100.0,0.0,1.0,137.0,100.0,0.0,100.0,0.0,67.0,33.0,100.0,0.0,100.0,0.0,74.0,52576.0,33.0,33.0,,,,,92.0,1464.0,92.0,1464.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,57905.0,100.0,59136862248.0,100.0,392165546282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-17,Z305D2ZC,ST4000DM000,4000787030016.0,1,119.0,233499400.0,,,92.0,0.0,100.0,26.0,100.0,352.0,87.0,568723408.0,,,34.0,58599.0,100.0,0.0,,,100.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,11.0,100.0,0.0,1.0,524.0,100.0,1.0,100.0,0.0,62.0,38.0,100.0,0.0,100.0,0.0,96.0,9903.0,38.0,38.0,,,,,94.0,992.0,94.0,992.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,58493.0,100.0,63788662800.0,100.0,405450916689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-17,5PHKZE6F,HGST HUH721212ALE604,12000138625024.0,1,100.0,0.0,132.0,96.0,253.0,56.0,100.0,102.0,100.0,0.0,100.0,0.0,140.0,15.0,99.0,13554.0,100.0,0.0,,,100.0,102.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,787.0,100.0,787.0,206.0,29.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
